id,domain_code,domain_name,domain_description,level,is_active,created_at,updated_at
5144510e-085b-44d6-a348-f07d53c5b155,MLA-STREAMING_MEDIA_DEVICES,Streaming Media Devices,Domínio MLA-STREAMING_MEDIA_DEVICES,1,True,2025-04-03 12:09:12.783553,2025-04-03 12:09:12.783555
